Qualifications,Employment_Type,Age,City,State,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
OTHERS,NREGI,42,Bhattarahalli,KA,560049,Male,MO,50427,75.83,R,35000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
SSC,NREGI,28,Tavarekere ,KA,562130,Male,SC,102635,84.48,O,30000,05 Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,55,Chandra Lay Out,KA,560040,Male,EB,132998,83.13,O,40000,02 Megapolis (B),TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
GRAD,SEP,49,Herohalli,KA,560091,Male,EB,101793,69.48,O,40000,02 Megapolis (B),TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,49,Nandinilayout,KA,560096,Female,SC,82000,87.65,O,20000,02 Megapolis (B),ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,48,Bengaluru Corporation Building,KA,560002,Male,SC,94828,79.98,O,90000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,37,Murugamale,KA,563146,Female,SC,89144,72.71,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,26,Udupi,KA,576101,Male,SC,104728,87.46,R,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,31,Nadendla ,AP,522619,Male,SC,108341,89.61,O,38000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,57,Tiruvuru,AP,521235,Female,SC,88623,79.01,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,53,Janardhanapuram,AP,521321,Male,SC,106418,88.02,O,20000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,40,Gudivada,AP,521301,Female,MO,73902,91.63,O,20000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,39,Machilipatnam,AP,521001,Male,SC,114214,82.46,O,40000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,23,Herohalli,KA,560091,Female,SC,86631,84.92,O,25000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,30,Nandinilayout,KA,560096,Male,MC,59679,48.08,O,36000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,34,Chikkalasandra,KA,560061,Male,SC,89717,72.13,R,100000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,48,Crpf Campus Yelahanka,KA,560064,Male,SC,111117,89.83,O,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,33,Carmelram,KA,560035,Male,SC,49172,39.15,R,35000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,25,Carmelram,KA,560035,Male,SC,88240,70.85,R,105000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,22,Chinthamanipatti,TN,621301,Male,SC,106012,85.91,O,45000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,60,Craw Ford Colony,TN,620012,Female,MO,53934,70.35,O,44000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,21,Debra Bazar,WB,721126,Male,MC,94132,76.53,O,40000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SAL,25,Searle Rajbari,WB,713358,Male,MC,150000,92.59,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,DECLINED
HSC,AGR,30,Indas,WB,722205,Male,MC,107600,69.49,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,54,Patrasayer,WB,722206,Male,MO,41000,49.27,O,32000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,24,Masrakh,BR,841417,Male,MC,115435,48.53,O,23000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,SEP,23,Purbasthali,WB,713513,Female,SC,103897,84.81,O,25000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,21,Bishnupur Bankura,WB,722122,Male,SC,101753,77.31,O,36000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,NREGI,30,Satgachia,WB,713422,Male,MC,59132,37.28,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,40,Narayangarh West Midnapore,WB,721437,Male,MC,111365,63.58,O,45000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,29,Bishnupur Bankura,WB,722122,Male,MO,67647,82.51,O,34000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,SEP,38,Rangli Bazar,SK,737131,Female,SC,44122,35.38,O,35000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,37,Dumkal,WB,742303,Male,MC,68500,82.12,O,38000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,28,Raniganj,WB,713347,Male,SC,115400,83.87,O,32000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,34,Aligarh,UP,202001,Male,MC,98237,64.7,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,24,Arangahta,WB,741501,Female,SC,102208,88.54,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
SSC,SAL,35,Gandhinagar,TN,641603,Female,MO,56139,87.85,R,28000,05 Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,38,Ngr Road,TN,641664,Female,SC,106450,94.58,R,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,37,Nazarethpettai,TN,600123,Male,SC,109700,79.78,R,30000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,42,Bharathipuram Kanchipuram,TN,600044,Male,SC,118156,91.24,R,30000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,46,Railway Carshed Complex,TN,600062,Female,SC,48764,50.8,R,27000,04 Metro,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,32,Gadchiroli Coll,MH,442605,Male,MC,84772,70.63,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,24,Tirora,MH,441911,Male,MC,77358,64.47,O,21000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,56,Koradi Tps,MH,441111,Female,SC,70303,66.01,R,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
GRAD,AGR,29,Pusad,MH,445204,Male,MO,52114,70.06,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,24,Chandrapur,MH,442401,Male,SC,111827,83.66,O,15000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,31,Chandrapur,MH,442401,Male,SC,89984,84.49,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,20,Chandrapur,MH,442401,Female,SC,100525,89.58,O,20000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
UG,SAL,32,Uppalwadi,MH,440026,Male,EB,125500,76.99,R,25000,04 Metro,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,39,Mangrul Dastgir,MH,444711,Male,SC,88898,77.31,O,25000,07 Rural,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,NO_PAST_LOANS,APPROVED
UG,AGR,51,Nagpur,MH,440009,Male,SC,88658,78.63,O,25000,04 Metro,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,47,Nagpur,MH,440009,Male,MC,86172,51.23,O,30000,04 Metro,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,55,Mankapur ,MH,440030,Female,SC,95000,82.62,O,40000,04 Metro,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,28,Achalpur City,MH,444806,Male,MC,66344,57.2,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,23,Chandrapur,MH,442401,Male,SC,80215,66.47,O,17500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,35,Telhara ,MH,444108,Female,MO,51138,67.72,O,50000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,30,Tirora,MH,441911,Male,SC,80751,71.96,O,26000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,29,Rgaon Road,MH,440013,Male,MC,103323,87.85,O,22500,04 Metro,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,42,Yavatmal,MH,445001,Female,MC,73393,61.78,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
UG,AGR,43,Kanhan Pipri,MH,441401,Female,MC,100622,84.91,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,52,Chandrapur,MH,442401,Male,MO,57316,72.68,O,20000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
UG,AGR,24,Arni,MH,445103,Male,MO,57616,76.3,O,42000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,48,Pasumalai,TN,625004,Female,SC,101101,78.07,R,28000,04 Metro,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SAL,35,Batlagundu Bazar,TN,624202,Female,MO,67668,85.55,O,18000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,49,Ayakudi,TN,624613,Male,MO,68631,86.77,O,24000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,37,Ervadi Dargha,TN,623566,Male,MC,118670,91,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,42,Tiruvadanai,TN,623407,Female,SC,112092,90.74,O,35000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,47,Nattarasankottai,TN,630556,Male,SC,97299,83.95,O,35000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,59,Viruveedu,TN,624220,Male,SC,100925,90.99,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,29,Poonamallee,TN,600056,Male,MC,141138,85.8,R,27000,04 Metro,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,43,Melakkottaiyur,TN,600127,Male,SC,99557,91.58,O,45000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,38,Said Nagar,UP,244927,Male,MO,58041,78.47,O,40000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,43,Pantnagar,UC,263145,Female,SC,102583,87.67,O,22000,05 Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,SAL,24,Gopamau,UP,241404,Female,MC,92372,79.95,O,18000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,37,Allinagaram,TN,625531,Male,MC,110443,84.7,O,45000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,43,Kadamalaikundu,TN,625579,Male,SC,96543,87.04,O,45000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,43,Allinagaram,TN,625531,Male,SC,81221,81.33,O,45000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,54,Vadipatti,TN,625218,Male,SC,89888,90.01,O,25000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,DECLINED
GRAD,SAL,26,Salon,UP,229127,Male,MC,71166,61.6,O,24000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SEP,45,Barabanki,UP,225001,Male,MC,77542,82.44,O,38000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,29,Medchal,AP,501401,Female,SC,83183,82.36,O,60000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,DECLINED
PG,SEP,21,Secunderabad,AP,500003,Male,SC,56652,45.14,O,45000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,AGR,54,Miryalguda,AP,508207,Male,MO,72500,85.7,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS SPL EDITION BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,60,Narayanpur,AP,508253,Male,MO,71500,84.12,O,26000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,34,Hillcolony,AP,508202,Male,MC,52127,58.57,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,31,Medipalli,AP,500098,Male,SC,98810,83.74,O,45000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,25,Rasulpur,WB,713151,Male,MC,108700,68.84,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,29,Nalhati Township,WB,731243,Male,MC,58500,47.54,O,39000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,NREGI,28,Bishnupur Bankura,WB,722122,Male,MC,126907,79.95,O,36000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,30,Shyamsundar,WB,713424,Male,MC,57200,46.49,O,28000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,NREGI,42,Purulia,WB,723101,Male,MC,108650,69.2,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,AGR,33,Puncha,WB,723151,Male,MC,136628,84.13,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,31,Kalipahari,WB,713339,Female,SC,87700,76.18,O,29000,05 Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,23,Manikpara,WB,721513,Male,MC,114405,89.73,O,38000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,35,Siddapura Kodagu,KA,571253,Female,SC,94339,75.41,O,45000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,33,Konchady,KA,575008,Female,SC,118999,95.12,O,40000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,34,Pappanaickenpalayam,TN,641037,Female,EB,122656,0,O,35000,04 Metro,TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
UG,SAL,28,Tadagam,TN,641108,Female,SC,101020,0,O,30000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
GRAD,SAL,37,Polichalur,TN,600074,Male,MC,107295,81.35,R,35000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,53,Gowriwakkam,TN,600073,Male,SC,61827,58.55,O,25000,04 Metro,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,35,Christian College Tambaram,TN,600059,Male,SC,42413,30.84,R,30000,06 Semi-Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,STU,19,Srinivasanagar Kanchipuram,TN,600063,Male,SC,114345,89.47,O,21000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,30,Korattur Rs,TN,600076,Male,SC,99719,85,O,45000,06 Semi-Urban,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,59,Guduvancheri,TN,603202,Female,SC,74858,78.8,O,25000,07 Rural,ZEST,SCOOTY ZEST - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
HSC,NREGI,45,Injambakkam,TN,600115,Male,SC,98583,78.68,O,30000,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,34,Kilpauk Medical College,TN,600010,Female,SC,59500,49.38,R,25000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,33,Mundkur,KA,576121,Male,MC,101236,80.81,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,55,Kulshekar,KA,575005,Female,SC,118499,94.72,O,29000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,57,Kinnikambla,KA,574151,Female,SC,104525,83.55,O,29000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,AGR,52,Belthangady,KA,574214,Male,MO,56679,83.27,O,60000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,26,Permannur,KA,575017,Female,SC,95749,91.8,O,98000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,23,Bellare,KA,574212,Male,MC,51618,40.82,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,56,Kav,KA,574223,Female,SC,117549,92.74,O,35000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
SSC,SAL,23,Karnad,KA,574154,Female,SC,104861,86.31,O,28000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,36,Madanthyar,KA,574224,Female,SC,97060,96.29,O,25000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,60,Mangaluru,KA,575001,Male,SC,103904,83.06,O,75000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,42,Bijai,KA,575004,Female,SC,103749,86.64,O,45000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,50,Vamanjoor,KA,575028,Female,SC,121173,95.62,O,20000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,DECLINED
HSC,SEP,38,Dharmasthala,KA,574216,Male,SC,85360,90.04,O,70000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,AGR,24,Jalore,RJ,343001,Male,MO,47682,70.09,R,20000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,52,Aligarh,UP,202001,Male,MC,70314,82.26,O,25000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,26,Bharkhare,UP,227304,Male,MC,105631,71.61,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
GRAD,SAL,45,G T B Nagar,UP,211016,Male,MO,41211,54.6,O,30000,05 Urban,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,26,Bharwari Kaushambi,UP,212201,Male,SC,63974,61.04,O,28000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
HSC,SAL,21,Anaiyur,TN,625017,Male,MC,88219,85.9,O,25000,04 Metro,RADEON,TVS RADEON 110 ES MAG REF BSVI,RADEON,NO_PAST_LOANS,APPROVED
UG,SAL,46,Karaikudi Uthstreet,TN,630002,Male,SC,75507,75.61,O,30000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,42,Tamarakulam,TN,625605,Female,SC,102367,82.86,O,30000,06 Semi-Urban,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,37,Kadamalaikundu,TN,625579,Female,MO,74093,89.38,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,43,Cvmangalam,TN,630501,Female,MO,69564,87.95,O,30000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,21,Pinahat,UP,283123,Male,MC,115203,75.89,O,29500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
PG,SAL,40,Goverdhan,UP,281502,Male,SC,86782,85.89,O,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,46,Sarai Aghat,UP,207250,Male,MC,108009,71.09,O,40000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
UG,SEP,28,Aliganj Etah,UP,207247,Male,MC,118866,78.23,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
PG,SEP,59,Barsana,UP,281405,Male,MO,59800,80.85,O,29000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,33,Akola,UP,283102,Male,MC,64138,85,O,25000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
